,title,date
1643, 설기양SULGI ASMR 치맥🍗🍺 BHC 신메뉴 윙스타 골드킹 뿌링핫도그 치즈볼 먹방 CHICKEN CHEESE BALL HOT DOG MUKBANG ❤️❤️❤️❤️❤️,2019-12-21
1644, Hoon 강성훈 교촌치킨 신메뉴 저는 맛있네요🤤🍗 신화오리지널 &치즈볼&닭갈비볶음밥 먹방~Chicken & Cheese Ball MUKBANG EATING SHOW 凄いですね　食事が飛んで来るなんて　便利な所ですね！しかも美味しそうな物ばっかり　そろそろ弟さんとの、食事会なんかどうでしようか。,2020-05-16
1645," Hoon 강성훈 교촌치킨 신메뉴 저는 맛있네요🤤🍗 신화오리지널 &치즈볼&닭갈비볶음밥 먹방~Chicken & Cheese Ball MUKBANG EATING SHOW 0:19 핵공감, 저거받으면 개빡침",2020-05-16
1646," Hoon 강성훈 교촌치킨 신메뉴 저는 맛있네요🤤🍗 신화오리지널 &치즈볼&닭갈비볶음밥 먹방~Chicken & Cheese Ball MUKBANG EATING SHOW ソンフンさんはマジシャン？🤣
チキンの衣にタレが付いていて、しっとりで美味しそうですね。
チーズボールも食べたい🥰",2020-05-16
1647, Hoon 강성훈 교촌치킨 신메뉴 저는 맛있네요🤤🍗 신화오리지널 &치즈볼&닭갈비볶음밥 먹방~Chicken & Cheese Ball MUKBANG EATING SHOW 편집 실력이 늘으셨다,2020-05-16
1648, Hoon 강성훈 교촌치킨 신메뉴 저는 맛있네요🤤🍗 신화오리지널 &치즈볼&닭갈비볶음밥 먹방~Chicken & Cheese Ball MUKBANG EATING SHOW 0:19 ㅋㅋㅋㅋㅋㅋ 국룰이지,2020-05-16
1649," Hoon 강성훈 교촌치킨 신메뉴 저는 맛있네요🤤🍗 신화오리지널 &치즈볼&닭갈비볶음밥 먹방~Chicken & Cheese Ball MUKBANG EATING SHOW 목뼈 드시는 거 보니깐
예전 군대 훈련소에서 저녁에 치킨 나온다고
기대해서 갔는데 혼자 닭목뼈 받아서 서러워서
밤에 운 추억이 나네요ㅎㅎ",2020-05-16
1650, Hoon 강성훈 교촌치킨 신메뉴 저는 맛있네요🤤🍗 신화오리지널 &치즈볼&닭갈비볶음밥 먹방~Chicken & Cheese Ball MUKBANG EATING SHOW LOVE this!!!!  So creative!  Delightful!  Brings a smile and a laugh to my heart - thank you.  Have a terrific Saturday and thank you for sharing!  Love and hugs from the USA,2020-05-16
1651," Hoon 강성훈 교촌치킨 신메뉴 저는 맛있네요🤤🍗 신화오리지널 &치즈볼&닭갈비볶음밥 먹방~Chicken & Cheese Ball MUKBANG EATING SHOW 짤것같은데요. 무랑 양념이랑.
건강하게 드셨으면 ^^",2020-05-16
1652, Hoon 강성훈 교촌치킨 신메뉴 저는 맛있네요🤤🍗 신화오리지널 &치즈볼&닭갈비볶음밥 먹방~Chicken & Cheese Ball MUKBANG EATING SHOW ㅋㅋㅋㅋㅋㅋㅋ모던패밀리 필 던피생각남ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ자꿐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2020-05-16
1653, Hoon 강성훈 교촌치킨 신메뉴 저는 맛있네요🤤🍗 신화오리지널 &치즈볼&닭갈비볶음밥 먹방~Chicken & Cheese Ball MUKBANG EATING SHOW 아~땡긴다.교촌.ㅜㅜ,2020-05-16
1654," Hoon 강성훈 교촌치킨 신메뉴 저는 맛있네요🤤🍗 신화오리지널 &치즈볼&닭갈비볶음밥 먹방~Chicken & Cheese Ball MUKBANG EATING SHOW Indeed, that chicken does look heavenly - yummmmmmm!  :)",2020-05-16
1655," Hoon 강성훈 교촌치킨 신메뉴 저는 맛있네요🤤🍗 신화오리지널 &치즈볼&닭갈비볶음밥 먹방~Chicken & Cheese Ball MUKBANG EATING SHOW 소맥을안드시다니~,~",2020-05-16
1656, Hoon 강성훈 교촌치킨 신메뉴 저는 맛있네요🤤🍗 신화오리지널 &치즈볼&닭갈비볶음밥 먹방~Chicken & Cheese Ball MUKBANG EATING SHOW 교촌치킨에 닭갈비볶음밥있는거 처음보는거같네여 맛있을거같네여,2020-05-16
1657, Hoon 강성훈 교촌치킨 신메뉴 저는 맛있네요🤤🍗 신화오리지널 &치즈볼&닭갈비볶음밥 먹방~Chicken & Cheese Ball MUKBANG EATING SHOW 아 제일 힘든게 치킨먹방 보는거...ㅜㅜ,2020-05-16
1658, Hoon 강성훈 교촌치킨 신메뉴 저는 맛있네요🤤🍗 신화오리지널 &치즈볼&닭갈비볶음밥 먹방~Chicken & Cheese Ball MUKBANG EATING SHOW 오늘은 야생맹수 들이안보이네요🐈🐔 치키킨땡기네요 오늘 ㅎㅎ,2020-05-16
1659," Hoon 강성훈 교촌치킨 신메뉴 저는 맛있네요🤤🍗 신화오리지널 &치즈볼&닭갈비볶음밥 먹방~Chicken & Cheese Ball MUKBANG EATING SHOW 요리국물은  다 마시지 마세요 첨가물과 나트륨이 넘 많아요 햄 소시지 어묵도 데쳐서 드세요 고기와 지방도 과식은  건강에 안 좋아요 생 채소와 데친 채소도 즐겨 드시면 보기 좋은데
성훈 님 재밌게 보고있어요^^♡",2020-05-16
1660, Hoon 강성훈 교촌치킨 신메뉴 저는 맛있네요🤤🍗 신화오리지널 &치즈볼&닭갈비볶음밥 먹방~Chicken & Cheese Ball MUKBANG EATING SHOW 진짜 저 허니스파클링 좀 넣지마 ㅋㅋ 차라리 넣지마 그냥,2020-05-16
1661, Hoon 강성훈 교촌치킨 신메뉴 저는 맛있네요🤤🍗 신화오리지널 &치즈볼&닭갈비볶음밥 먹방~Chicken & Cheese Ball MUKBANG EATING SHOW 저도 신화순살로 먹어봤는데 조금 매운거 뺴면 완죤 맛있더라구요,2020-05-16
1662, 교광TV BHC뿌링클닭다리치킨 치즈볼 소떡 리얼사운드 먹방ASMR Korean Sweet Chicken mukbang スイートチキン ไก่หวาน Gà ngọt eating sounds 字幕が絶妙に意味わからんくて好き,2019-12-18
1663, 교광TV BHC뿌링클닭다리치킨 치즈볼 소떡 리얼사운드 먹방ASMR Korean Sweet Chicken mukbang スイートチキン ไก่หวาน Gà ngọt eating sounds 菅田将暉を限界まで甘くして柴犬混ぜた顔してる可愛い、美味しそうに食べるなあ,2019-12-18
1664," 교광TV BHC뿌링클닭다리치킨 치즈볼 소떡 리얼사운드 먹방ASMR Korean Sweet Chicken mukbang スイートチキン ไก่หวาน Gà ngọt eating sounds チーズボールの中身見せてくれようとして
失敗するの可愛いwwww",2019-12-18
1665," 교광TV BHC뿌링클닭다리치킨 치즈볼 소떡 리얼사운드 먹방ASMR Korean Sweet Chicken mukbang スイートチキン ไก่หวาน Gà ngọt eating sounds 9:27の「ソーセージどこいった？」
「訪れた^_^」が本当に面白い可愛い
素敵な横顔",2019-12-18
1666," 교광TV BHC뿌링클닭다리치킨 치즈볼 소떡 리얼사운드 먹방ASMR Korean Sweet Chicken mukbang スイートチキン ไก่หวาน Gà ngọt eating sounds あ、まって、わいの好みどストラクだわ、
サイコーやな·····
てか可愛すぎない？？？",2019-12-18
1667," 교광TV BHC뿌링클닭다리치킨 치즈볼 소떡 리얼사운드 먹방ASMR Korean Sweet Chicken mukbang スイートチキン ไก่หวาน Gà ngọt eating sounds コ　ー　ラ　か　ら
準　備　あ　げ　る　よ",2019-12-18
1668, 교광TV BHC뿌링클닭다리치킨 치즈볼 소떡 리얼사운드 먹방ASMR Korean Sweet Chicken mukbang スイートチキン ไก่หวาน Gà ngọt eating sounds チキンめっちゃ綺麗に食べるところ良い。☺️,2019-12-18
1669, 교광TV BHC뿌링클닭다리치킨 치즈볼 소떡 리얼사운드 먹방ASMR Korean Sweet Chicken mukbang スイートチキン ไก่หวาน Gà ngọt eating sounds Comida pra 4 pessoas...... Comilança...🇧🇷🥂,2019-12-18
1670," 교광TV BHC뿌링클닭다리치킨 치즈볼 소떡 리얼사운드 먹방ASMR Korean Sweet Chicken mukbang スイートチキン ไก่หวาน Gà ngọt eating sounds With Vietnamese language, the subtitle made me laugh because it was like using basic translation software =))))) however, I like your videos....
Highly recommened, let's try Vietnamese food =)))))))",2019-12-18
1671, 교광TV BHC뿌링클닭다리치킨 치즈볼 소떡 리얼사운드 먹방ASMR Korean Sweet Chicken mukbang スイートチキン ไก่หวาน Gà ngọt eating sounds 美味そうに食ってくれるなwお腹減ったじゃないかw,2019-12-18
1672," 교광TV BHC뿌링클닭다리치킨 치즈볼 소떡 리얼사운드 먹방ASMR Korean Sweet Chicken mukbang スイートチキン ไก่หวาน Gà ngọt eating sounds 日本語字幕が可愛すぎて、お顔が可愛すぎて、
食べ方も好きすぎて好き！！！！！！！",2019-12-18
1673," 교광TV BHC뿌링클닭다리치킨 치즈볼 소떡 리얼사운드 먹방ASMR Korean Sweet Chicken mukbang スイートチキン ไก่หวาน Gà ngọt eating sounds My Christmas wish is to share a meal with you someday.
A spicy meal.💖🤤",2019-12-18
1674, 교광TV BHC뿌링클닭다리치킨 치즈볼 소떡 리얼사운드 먹방ASMR Korean Sweet Chicken mukbang スイートチキン ไก่หวาน Gà ngọt eating sounds 頬張った後にご満悦ににこってするのたまらん可愛い😍,2019-12-18
1675, 교광TV BHC뿌링클닭다리치킨 치즈볼 소떡 리얼사운드 먹방ASMR Korean Sweet Chicken mukbang スイートチキン ไก่หวาน Gà ngọt eating sounds 3:33 うまくできない瞬間の首こてんっ　ってするのかわいい🥺❤︎,2019-12-18
1676, 교광TV BHC뿌링클닭다리치킨 치즈볼 소떡 리얼사운드 먹방ASMR Korean Sweet Chicken mukbang スイートチキン ไก่หวาน Gà ngọt eating sounds 3:19 (オドルピョASMR) なにそれなにそれ,2019-12-18
1677, 교광TV BHC뿌링클닭다리치킨 치즈볼 소떡 리얼사운드 먹방ASMR Korean Sweet Chicken mukbang スイートチキン ไก่หวาน Gà ngọt eating sounds 日本語訳の通じなさ加減と美味しそうな笑顔が可愛くて🤣毎回癒されます！👼🥪,2019-12-18
1678, 교광TV BHC뿌링클닭다리치킨 치즈볼 소떡 리얼사운드 먹방ASMR Korean Sweet Chicken mukbang スイートチキン ไก่หวาน Gà ngọt eating sounds Siz hep tavuk yiyin süper yiyorsunuz.,2019-12-18
1679," 교광TV BHC뿌링클닭다리치킨 치즈볼 소떡 리얼사운드 먹방ASMR Korean Sweet Chicken mukbang スイートチキン ไก่หวาน Gà ngọt eating sounds ""O que vocês estão comendo dessa vez?""
E eu sem comer nada morrendo de fome, tentando dormir 😂
Adoro seus Asmr, sempre durmo escutando 💖
BR💚💛",2019-12-18
1680, 썸머SUMMER 드디어 푸라닭을 먹다/치즈볼폭탄/크로플/한남동맛집 동아냉면 vlog 썸머님 뒤에 침대를 배경으로 하는 먹방볼때 마음이 편해져요ㅋㅋ이너피쓰..,2020-08-24
1681, 썸머SUMMER 드디어 푸라닭을 먹다/치즈볼폭탄/크로플/한남동맛집 동아냉면 vlog 언니 도넛🍩 먹방도 기다리구이써요..다들 맘 속에 썸머님 도넛 먹방 하나씩은 품고 산다구요ㅎㅎ히,2020-08-24
1682, 썸머SUMMER 드디어 푸라닭을 먹다/치즈볼폭탄/크로플/한남동맛집 동아냉면 vlog 요즘 왜이렇게 자주와요...! 완전 좋자나🥳,2020-08-24
1683, 썸머SUMMER 드디어 푸라닭을 먹다/치즈볼폭탄/크로플/한남동맛집 동아냉면 vlog 썸머언니ㅣ🥳 나... 행복해요 언니땜에 호로로롤로로로로로롤롤,2020-08-24
1684, 썸머SUMMER 드디어 푸라닭을 먹다/치즈볼폭탄/크로플/한남동맛집 동아냉면 vlog 볼때마다 느끼는게 진심 단발 최고로 찰떡어울림 ..,2020-08-24
1685, 썸머SUMMER 드디어 푸라닭을 먹다/치즈볼폭탄/크로플/한남동맛집 동아냉면 vlog 언니 ㅜ 다이어트 안 해주시면 안돼요...?ㅠㅠㅠ 먹방 넘 죠아여....🖤🥺,2020-08-24
1686, 썸머SUMMER 드디어 푸라닭을 먹다/치즈볼폭탄/크로플/한남동맛집 동아냉면 vlog 언니분이랑 화음 맞추는데 뒤에 오모니 아무런 반응 없으신게 너무 웃겨용 ㅋㅋㅋㅋ 🖤,2020-08-24
1687," 썸머SUMMER 드디어 푸라닭을 먹다/치즈볼폭탄/크로플/한남동맛집 동아냉면 vlog 언니ㅠㅠㅠㅠㅠ크로플 신사동 가로수길에 새들러하우스에서 오리지날이랑 바질로 꼭 꼭 먹어보세오..  저는 한입먹고 식감부터 놀라고 맛에 놀라고 거기 시그니처 커피도 맛있어서 커피좋아하는
언니가 좋아하실것 같아요!!!!",2020-08-24
1688, 썸머SUMMER 드디어 푸라닭을 먹다/치즈볼폭탄/크로플/한남동맛집 동아냉면 vlog 전 이유없이 잠깐잠깐 나오시는 어머님이 너무 좋아요ㅠㅠㅠㅜ큐ㅠㅠㅠ❤️❤️,2020-08-24
1689, 썸머SUMMER 드디어 푸라닭을 먹다/치즈볼폭탄/크로플/한남동맛집 동아냉면 vlog 11:26 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2020-08-24
1690," 썸머SUMMER 드디어 푸라닭을 먹다/치즈볼폭탄/크로플/한남동맛집 동아냉면 vlog ㅋㅋ
오늘의감상평
1.공차먹기전 짠과자준비
2.치킨반반",2020-08-24
1691, 썸머SUMMER 드디어 푸라닭을 먹다/치즈볼폭탄/크로플/한남동맛집 동아냉면 vlog 근데 자꾸 무슨공부를 하시는거에요? 저번에도 시험보신다고 한것같은데,2020-08-24
1692, 썸머SUMMER 드디어 푸라닭을 먹다/치즈볼폭탄/크로플/한남동맛집 동아냉면 vlog 오늘 영상 첫시작이 예전 썸머님께서 공부하구? 운동하러 가신다구 걸어 가시는 모습인줄 알았어요ㅠㅠ 넘나 추억 돋아요ㅠㅠ 노랑티였던 거 가튼뎅🤍👏🏻👏🏻👏🏻,2020-08-24
1693, 썸머SUMMER 드디어 푸라닭을 먹다/치즈볼폭탄/크로플/한남동맛집 동아냉면 vlog 아까 언니 인스타에 편집하는가 보고 혹시나 오늘 올라오나 엄청 기대했는데 올려주셨다닐!!!❤️아껴볼꺼에요 진짜❤️💜💛,2020-08-24
1694," 썸머SUMMER 드디어 푸라닭을 먹다/치즈볼폭탄/크로플/한남동맛집 동아냉면 vlog 헐 푸라닭추천했던 1인으로써 뿌듯하네용 ㅠ̑̈ㅠ̑̈ 언니가 맘편히 치킨먹는 날이 돌아와서 쫌 기뻐요,,😜🤍",2020-08-24
1695," 썸머SUMMER 드디어 푸라닭을 먹다/치즈볼폭탄/크로플/한남동맛집 동아냉면 vlog 썸머님~
전 진심 먹방영상 너무 재밌게 보고 있어요
맛있고 적당하게 자연스럽게 복스럽게 드실줄 아는 능력자입니다
도넛 & 치킨 &포테이토과자&공차 보면 썸머님 생각나네요",2020-08-24
1696," 썸머SUMMER 드디어 푸라닭을 먹다/치즈볼폭탄/크로플/한남동맛집 동아냉면 vlog 맛있게 잘 먹어서 저까지 기분이 좋아요~
몸이 힘들땐 쉬어주면 나중에 운동하고싶을때 두배이상 더 잘 될거같아요 
화이팅이요 썸머님!!",2020-08-24
1697, 썸머SUMMER 드디어 푸라닭을 먹다/치즈볼폭탄/크로플/한남동맛집 동아냉면 vlog 썸머님은 뭔들 다 잘어울리시지만 역시 단발이 체고로 잘어울려요!! 완전 찰떡 🥰❣️,2020-08-24
1698," 빅윈TV 이거 먹을려고 굶었다. 간장 누룽지 치킨x치즈볼 미친조합! 흡입 하악♥ ""Bigyoungja""",2020-03-15
1699, 빅윈TV 이거 먹을려고 굶었다. 간장 누룽지 치킨x치즈볼 미친조합! 흡입 하악♥ 다른 먹방 유튜버나 BJ꺼는 배고파서보는데 이형이 하는 먹방은 ㅈㄴ 웃겨서봄 ㅋㅋㅋㅋ 12:37 이런것처럼 ㅋㅋㅋㅋ 치킨한테 욕하는거 ㅈㄴ 웃김 ㅋㅋ,2020-03-15
1700, 빅윈TV 이거 먹을려고 굶었다. 간장 누룽지 치킨x치즈볼 미친조합! 흡입 하악♥ 형 60계치킨에선 닭다리가 너무커서 좀 잘라내서 따로 튀긴다네요!!,2020-03-15
1701, 빅윈TV 이거 먹을려고 굶었다. 간장 누룽지 치킨x치즈볼 미친조합! 흡입 하악♥ 개청자들 쥰내 시끄럽네 진짜 ㅋㅋ 가만히 쳐 보면 될걸 그냥,2020-03-15
1702, 빅윈TV 이거 먹을려고 굶었다. 간장 누룽지 치킨x치즈볼 미친조합! 흡입 하악♥ 아닠ㅋㅋ 형 사기 당한게 아니고 60계는 닭다리가 커서 안 익는 경우가 있어서 잘게잘게 짤라서 뛰겨서 작아보이는거래 한마디로.........,2020-03-15
1703, 빅윈TV 이거 먹을려고 굶었다. 간장 누룽지 치킨x치즈볼 미친조합! 흡입 하악♥ 4:37 ASMR끝낼때 캬 대신 77ㅓ억 나올까봐 기대했다...ㅋㅋㅋㅋ 형 항상 응원해!,2020-03-15
1704, 빅윈TV 이거 먹을려고 굶었다. 간장 누룽지 치킨x치즈볼 미친조합! 흡입 하악♥ 형 머리 봐도봐도 ㅋㅋ 넘웃겨 형 방송진짜재밌게 보고있어 형 항상 재밌는 영상 만들어줘서 고마워  앞으로도 재밌는 영상 기대할게.ㅋ,2020-03-15
1705," 빅윈TV 이거 먹을려고 굶었다. 간장 누룽지 치킨x치즈볼 미친조합! 흡입 하악♥ 빅윈님은 절대 뒷광고 아닐거 같네요
광고인데 저렇게 까면 ㅋㅋㅋㅋㅋ",2020-03-15
1706," 빅윈TV 이거 먹을려고 굶었다. 간장 누룽지 치킨x치즈볼 미친조합! 흡입 하악♥ 12:37 오늘도 어김없이 싸없새 시전ㅋㅋㅋㅋㅋ
6:29 빅알이 2개?",2020-03-15
1707," 빅윈TV 이거 먹을려고 굶었다. 간장 누룽지 치킨x치즈볼 미친조합! 흡입 하악♥ 형 먹방 기달렸으~ 너무 침고인다잉~
3:13 무국물 ASMR
3:50 콜라 ASMR
5:00 eating start",2020-03-15
1708, 빅윈TV 이거 먹을려고 굶었다. 간장 누룽지 치킨x치즈볼 미친조합! 흡입 하악♥ 4:35초 병아맄ㅋㅋㅋㅋㅋ 개 웃기냌ㅋㅋㅋ 6:30초 빅알 마드리듴ㅋㅋ,2020-03-15
1709, 빅윈TV 이거 먹을려고 굶었다. 간장 누룽지 치킨x치즈볼 미친조합! 흡입 하악♥ 12:40 감스트 싸없새,2020-03-15
1710, 빅윈TV 이거 먹을려고 굶었다. 간장 누룽지 치킨x치즈볼 미친조합! 흡입 하악♥ 12:41 ㅋㄹㅋㅋㅋㅌㅋㄹㅋㄹㅋㅎㅋㅎㅍㅋㅍㅋㅍㅋㅍㅌㅋㄹㅋㄹㅋ 빅스트 탄생,2020-03-15
1711," 빅윈TV 이거 먹을려고 굶었다. 간장 누룽지 치킨x치즈볼 미친조합! 흡입 하악♥ 0:18 요즘 이 얼굴 많이나오네ㅋㅋㅋㅋ
2:06 나만 누룽지가루가 누가 한입씩 뜯어먹은것 처럼 봤음?ㅋㅋ",2020-03-15
1712, 빅윈TV 이거 먹을려고 굶었다. 간장 누룽지 치킨x치즈볼 미친조합! 흡입 하악♥ 3:13 따라하다 셔서 뱉음 ㅋㅋ,2020-03-15
1713, 빅윈TV 이거 먹을려고 굶었다. 간장 누룽지 치킨x치즈볼 미친조합! 흡입 하악♥ 6:00 치킨먹고있는데 치즈볼먹자는사람들 2손으로 조지는것도 아니고,2020-03-15
1714," 빅윈TV 이거 먹을려고 굶었다. 간장 누룽지 치킨x치즈볼 미친조합! 흡입 하악♥ 2:44
귀
여
워",2020-03-15
1715, 빅윈TV 이거 먹을려고 굶었다. 간장 누룽지 치킨x치즈볼 미친조합! 흡입 하악♥ 12:40 거지인줄ㅋㅋㅋ,2020-03-15
1716," 떵개떵 엽기떡볶이(중국당면)와 뿌링클 닭다리, 치즈볼 먹방~!! 리얼사운드 social eating Mukbang(Eating Show) 0:28 he is really looking forward to this 😍",2019-10-21
1717," 떵개떵 엽기떡볶이(중국당면)와 뿌링클 닭다리, 치즈볼 먹방~!! 리얼사운드 social eating Mukbang(Eating Show) 형 특이한 음식찾으려고 노력하지말고 이렇게 맛있는걸 맛있게 먹어줘!",2019-10-21
1718," 떵개떵 엽기떡볶이(중국당면)와 뿌링클 닭다리, 치즈볼 먹방~!! 리얼사운드 social eating Mukbang(Eating Show) 4:54 why is this so cewt?? 😂 😍",2019-10-21
1719," 떵개떵 엽기떡볶이(중국당면)와 뿌링클 닭다리, 치즈볼 먹방~!! 리얼사운드 social eating Mukbang(Eating Show) 새벽에 봤다 미치겠다 뭐 어쩌겠어 미쳐도 살찌는게 걱정이 아니라 돈이없는데",2019-10-21
1720," 떵개떵 엽기떡볶이(중국당면)와 뿌링클 닭다리, 치즈볼 먹방~!! 리얼사운드 social eating Mukbang(Eating Show) 4:53 존나 집중해서보다가 뿜었다",2019-10-21
1721," 떵개떵 엽기떡볶이(중국당면)와 뿌링클 닭다리, 치즈볼 먹방~!! 리얼사운드 social eating Mukbang(Eating Show) 이 조합 한번도 안먹어본사람 손!",2019-10-21
1722," 떵개떵 엽기떡볶이(중국당면)와 뿌링클 닭다리, 치즈볼 먹방~!! 리얼사운드 social eating Mukbang(Eating Show) Did anyone notice he cut that bowl so that we can have a look 😗",2019-10-21
1723," 떵개떵 엽기떡볶이(중국당면)와 뿌링클 닭다리, 치즈볼 먹방~!! 리얼사운드 social eating Mukbang(Eating Show) 시청자분들 잘 보시라고 엽떡 용기까지 잘라서 드시는 센스bb",2019-10-21
1724," 떵개떵 엽기떡볶이(중국당면)와 뿌링클 닭다리, 치즈볼 먹방~!! 리얼사운드 social eating Mukbang(Eating Show) 1:05 이어폰끼고 듣고있었는데 깜짝놀랐네",2019-10-21
1725," 떵개떵 엽기떡볶이(중국당면)와 뿌링클 닭다리, 치즈볼 먹방~!! 리얼사운드 social eating Mukbang(Eating Show) 요새 자꾸 도마인지 테이블인지 오른쪽 마이크에 부딪히는 소리가 퉁퉁퉁퉁 나는데 너무 거슬려요 ㅠㅠ.. 주로 이어폰 끼고 듣는데 개선 부탁드려요 항상 잘 보고 있습니다!!",2019-10-21
1726," 떵개떵 엽기떡볶이(중국당면)와 뿌링클 닭다리, 치즈볼 먹방~!! 리얼사운드 social eating Mukbang(Eating Show) 3:40 치즈볼이 사라지는 마술",2019-10-21
1727," 떵개떵 엽기떡볶이(중국당면)와 뿌링클 닭다리, 치즈볼 먹방~!! 리얼사운드 social eating Mukbang(Eating Show) 아는 맛이 제일 위험하다...",2019-10-21
1728," 떵개떵 엽기떡볶이(중국당면)와 뿌링클 닭다리, 치즈볼 먹방~!! 리얼사운드 social eating Mukbang(Eating Show) 아 다이어트중인데 죽을것 같아요ㅠㅠㅠ 진짜 맛있게 드신다ㅠㅠ",2019-10-21
1729," 떵개떵 엽기떡볶이(중국당면)와 뿌링클 닭다리, 치즈볼 먹방~!! 리얼사운드 social eating Mukbang(Eating Show) 毎回思うんだけど
チキン🍗の食べ方綺麗すぎ😂
あのするって抜ける感じ
見てて気持ちいい😂😂",2019-10-21
1730," 떵개떵 엽기떡볶이(중국당면)와 뿌링클 닭다리, 치즈볼 먹방~!! 리얼사운드 social eating Mukbang(Eating Show) 첨엔몰랐지,,,, 닭다리 저렇게 한입에 먹으면 입천장 다 조진다는걸,,,,",2019-10-21
1731," 떵개떵 엽기떡볶이(중국당면)와 뿌링클 닭다리, 치즈볼 먹방~!! 리얼사운드 social eating Mukbang(Eating Show) <Today's menu>
- 'Yeopkki Ddeokbbokki'(rice cake with sweet and spicy chilli pepper sauce), added wide glass noodles
- 'Bburinkle' chicken drum sticks(cheese flavor coated)",2019-10-21
1732," 떵개떵 엽기떡볶이(중국당면)와 뿌링클 닭다리, 치즈볼 먹방~!! 리얼사운드 social eating Mukbang(Eating Show) 솔직히 맛이 없을 수 없는 조합",2019-10-21
1733," 떵개떵 엽기떡볶이(중국당면)와 뿌링클 닭다리, 치즈볼 먹방~!! 리얼사운드 social eating Mukbang(Eating Show) 내가 제일 .... 좋아하는거 .... 저렇게 시켜서 먹어보는게 내 소원이다..",2019-10-21
1734," 에드머 Edmmer BBQ치킨에서 사이드메뉴만 시켰는데 충격적인 결과는 치즈볼, 치즈스틱 등등 먹방을 2:03 ㅅㅂ 머리카락인줄알고 바람불고 있었네",2020-10-01
1735," 에드머 Edmmer BBQ치킨에서 사이드메뉴만 시켰는데 충격적인 결과는 치즈볼, 치즈스틱 등등 먹방을 😄
👕
👖
🧦",2020-10-01
1736," 에드머 Edmmer BBQ치킨에서 사이드메뉴만 시켰는데 충격적인 결과는 치즈볼, 치즈스틱 등등 먹방을 1:26 일그러진 임영웅",2020-10-01
1737," 에드머 Edmmer BBQ치킨에서 사이드메뉴만 시켰는데 충격적인 결과는 치즈볼, 치즈스틱 등등 먹방을 9:21 먼 드럼스틱이랑 귀이개로 밥을 먹어",2020-10-01
1738," 에드머 Edmmer BBQ치킨에서 사이드메뉴만 시켰는데 충격적인 결과는 치즈볼, 치즈스틱 등등 먹방을 4:48 와 진짜 구라안치고 변호사 느낌 지대로난다 개멋었다 개잘생겼다...",2020-10-01
1739," 에드머 Edmmer BBQ치킨에서 사이드메뉴만 시켰는데 충격적인 결과는 치즈볼, 치즈스틱 등등 먹방을 4:53 드머 입에 병아리 살아? 삐약거리네",2020-10-01
1740," 에드머 Edmmer BBQ치킨에서 사이드메뉴만 시켰는데 충격적인 결과는 치즈볼, 치즈스틱 등등 먹방을 2:01 머리카락 처음으로 낚임 ㅅㅂㅋㅋㅋㅋㅋㅋㅋㅋㅋ",2020-10-01
1741," 에드머 Edmmer BBQ치킨에서 사이드메뉴만 시켰는데 충격적인 결과는 치즈볼, 치즈스틱 등등 먹방을 0:52 턱 크기 보소. 밥도 풀 수 있을듯 ㄷㄷ;",2020-10-01
1742," 에드머 Edmmer BBQ치킨에서 사이드메뉴만 시켰는데 충격적인 결과는 치즈볼, 치즈스틱 등등 먹방을 3:40 이런 급발진 오토튠했다가 급정색 ㅋㅋㅋㅋㅋㅋㅋㅋ",2020-10-01
1743," 에드머 Edmmer BBQ치킨에서 사이드메뉴만 시켰는데 충격적인 결과는 치즈볼, 치즈스틱 등등 먹방을 2:03 쉬바 액정 나간줄",2020-10-01
1744," 에드머 Edmmer BBQ치킨에서 사이드메뉴만 시켰는데 충격적인 결과는 치즈볼, 치즈스틱 등등 먹방을 02:06 진짜 화면 나간줄 알고 식겁했다",2020-10-01
1745," 에드머 Edmmer BBQ치킨에서 사이드메뉴만 시켰는데 충격적인 결과는 치즈볼, 치즈스틱 등등 먹방을 설날이 아니라 추석이야 바보형아",2020-10-01
1746," 에드머 Edmmer BBQ치킨에서 사이드메뉴만 시켰는데 충격적인 결과는 치즈볼, 치즈스틱 등등 먹방을 요새 진짜 개그코드 너무 폼 좋다ㅋㅋㅋㅋㅋ쿠ㅜㅠㅠㅠㅠ좀 더 떠라 엗흐머,,,,,
3:20 ??:응 안시켰넹
3:28 치즈 쭉 늘어날거같은데? 함 보드리겠습니다 하고 효과음나오고 아무일도 없는거처럼 먹는거 너무 웃겨ㅋㅋ쿄쿄쿄쿄시발ㅠㅠ",2020-10-01
1747," 에드머 Edmmer BBQ치킨에서 사이드메뉴만 시켰는데 충격적인 결과는 치즈볼, 치즈스틱 등등 먹방을 10:00 숟가락 왤케 작아욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㄹㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 졸귀 ㅠㅠㅠㅜㅠㅠㅜㅜㅜㅜㅜㅠㅠㅠ",2020-10-01
1748," 에드머 Edmmer BBQ치킨에서 사이드메뉴만 시켰는데 충격적인 결과는 치즈볼, 치즈스틱 등등 먹방을 2:07 하 내 액정 깨진 줄 알았잖아ㅋㅋㅋㅋㅋ",2020-10-01
